title,artist,cleaned_lyrics
인생은 장기판,김성봉,인생은 포가 날고 말이 뛰어가는 장기판 밀고 당기고 울고 웃는 사랑도 장기판 장군이야 멍군이야 요리조리 머리 쓰고 온갖 술수가 판을 치는 싸움판 마음만 급해 미련하게 밀어붙이다간 오도 가도 못하고 두 손 드는 싸움판 하늘 아래 사람으로 태어났으면 차처럼 신나게 달려도 봐야지 인생은 졸도 되고 상도 될 수 있는 장기판 밀고 당기고 울고 웃는 사랑도 장기판 장군이야 멍군이야 요리조리 머리 쓰고 온갖 술수가 판을 치는 싸움판 마음만 급해 미련하게 밀어붙이다간 오도 가도 못하고 두 손 드는 싸움판 하늘 아래 태어나서 살아간다면 차처럼 씽씽 달려도 봐야지 차처럼 씽씽 달려도 봐야지
사랑인가봐요,채현서,날보는 눈빛으로 두근거려요 하루종일 그대만 바라봐요 봐도봐도 또 보고싶은 내눈속에 그댈 담아요 아 아 아 들리나요 콩닥거리는 내가슴소리 아 아 아아 들리나요 떨리는 내목소리 오늘도 그댈 생각하며 하루를 살아요 이것이 사랑인가봐요 날보는 눈빛으로 두근거려요 하루종일 그대만 바라봐요 봐도봐도 또 보고싶은 가슴속에 그댈 담아요 아 아 아 들리나요 콩닥거리는 내가슴소리 아 아 아아 들리나요 떨리는 내목소리 오늘도 그댈 생각하며 하루를 살아요 이것이 사랑인가봐요
행복해지세요,조순례,사랑많이 해서 행복해지세요 모두 다 행복이 오길 꿈을 찾아 떠나 행복해지세요 모두 다 행운이 오길 어차피 한번 사는 인생 사랑을 많이 하고 행복한 삶을 위해서 서로를 보듬어 줘요 지나간 삶의 후회나 미련을 두지 말고 행복한 삶을 위해서 서로를 보듬어 줘요 사랑은 주는거지 내 자신을 위해서 모두 다 사랑하네 행복하게 살아요 사랑 많이 해서 행복해지세요 모두 다 행복이 오길 꿈을 찾아 떠나 행복해지세요 모두 다 행운이 오길 사랑많이 해서 행복해지세요 모두 다 행복이 오길 꿈을 찾아 떠나 행복해지세요 모두 다 행운이 오길 어차피 한번 사는 인생 사랑을 많이 하고 행복한 삶을 위해서 서로를 보듬어 줘요 지나간 삶의 후회나 미련을 두지 말고 행복한 삶을 위해서 서로를 보듬어 줘요 사랑은 주는거지 내 자신을 위해서 모두 다 사랑하네 행복하게 살아요 사랑 많이 해서 행복해지세요 모두 다 행복이 오길 꿈을 찾아 떠나 행복해지세요 모두 다 행운이 오길
가끔가다가,방휘영,가끔 가다가 노래를 불러보세요 마음 후련히 신나게 불러보세요 가끔 가다가 춤을 추어 보세요 온몸 흥겹게 으쓱으쓱 춤을 추어보세요 가끔 가다가 잊어버려요 싹다 잊어버려요 가끔 가다가 가끔 가다가 노래를 불러보세요 가끔 가다가 가끔 가다가 짝짝 박수를 쳐보아요 가끔 가다가 박수를 쳐보세요 누가 잘했나못했나 없이 박수쳐주세요 가끔 가다가 왁자지껄 수다떨어 봐요 옴니암니 내려놓고 술잔을 마주쳐보세요 가끔 가다가 잊어버려요 싹다 잊어버려요 가끔 가다가 가끔 가다가 노래를 불러보세요 가끔 가다가 가끔 가다가 짝짝 박수를 쳐보아요
무조건 사랑할래요,신은미,사랑사랑 나에사랑 이제야 사랑을 알았어요 잘났다고 투정하고 못났다고 투정해도 묵묵히 미소짓고 고개만 끄덕이던 당신마음 이제는 알았어요 당신의 깊은 사랑을 무조건 사랑할래요 사랑사랑 우리당신 다정한 미소로 안아주세요 첫 번째도 당신 두 번째도 당신 우리당신 최고랍니다 사랑사랑 나에사랑 이제야 사랑을 알았어요 잘났다고 투정하고 못났다고 투정해도 없이 다가와서 내손을 잡아주던 당신마음 이제는 알았어요 당신의 깊은 사랑을 무조건 사랑할래요 사랑사랑 우리당신 다정한 미소로 안아주세요 첫 번째도 당신 두 번째도 당신 우리당신 최고랍니다 첫 번째도 당신 두 번째도 당신 우리당신 최고랍니다
승부,복성,미련일랑쿨하게 날려버리자 한숨일랑 멋있게 묻어버리자 후회한다고 소용있겠나 지나간세월 얼룩진그사연 멀어진사랑도 잃어버린청춘도 아름다운 추억이어라 다시한번달린다 으라차차으차차 이제부터 내가윈이다 한번뿐인내인생 영광을 위하여 후반전 승부를건다 내인생의 승부를건다 내인생의 승부를건다
당신은 나의 희망입니다,안재동,당신은 나의 희망입니다 더러 혹자는 그런 말을 허접하다거나 고루한 말이라고 핀잔줄진 몰라도 난 언제나 어디서나 하고 싶은 말이랍니다 나도 당신의 희망이면 좋겠습니다 기도이며 소망입니다 누가 누구에게 희망이라고 부르는 말 언제나 어디서나 들어도 신선하고 산들바람처럼 부드럽게 가슴에 와 닿을 소리 자꾸 들어 귓바퀴가 닳더라도 조금도 짜증 나지 않을 바로 그 소리 나도 늘 부르고 싶은 말 혹자는 비록 허접하다거나 고루하다 말할지라도 당신은 나의 희망입니다 나도 당신의 희망이면 좋겠습니다
사랑 그리고 감사,윤태익,지난 날에 나는 꿈과 열정의 인생을 살아왔었죠 그러다 지친 내 마음은 자유를 원했고 소중한 인연으로 사랑을 알았죠 지난 날에 나는 도전을 하는 인생을 살아왔었죠 그러다 이제와서 내게 남은 한가지 감사라는 이 말 한마디가 남았죠 그래요 알아요 사랑이 가장 큰 힘이란걸 사랑을 실천하는 가장 쉬운 방법은 감사하는 마음으로 작은 것을 나누는 것 소중히 여기는 그 것이 바로 감사 지난 날에 나는 도전을 하는 인생을 살아왔었죠 그러다 이제와서 내게 남은 한가지 감사라는 이 말 한마디가 남았죠 그래요 알아요 사랑이 가장 큰 힘이란걸 사랑을 실천하는 가장 쉬운 방법은 감사하는 마음으로 작은 것을 나누는 것 소중히 여기는 그 것이 바로 감사 세상에서 가장 큰 능력은 모든 일에 감사함으로 느낄 줄 아는 그 것이 바로 세상의 가장 큰 능력이죠 그래요 알아요 사랑하며 감사하는 이유 내 안의 빛으로 세상을 밝히기 위해 감사하는 눈 빛으로 이 세상을 바라봐요 세상 모든 게 선물이고 축복이죠 감사하는 마음으로 작은 것을 나누는 것 소중히 여기는 그 것이 바로 감사
인생길의 봄날은,공 주 혜,봄비처럼 스며들어 흘러간 청춘의 강물 돌아갈 수 없는 날들이여 별빛 아래 서러운 추억 작은 등불 켜고 가네 바람결에 묻은 사연 삶의 고갯길 돌아보면 눈물도 꽃이 되더라 웃고 울던 그날들아 세월 따라 잊으련만 비 내리던 고향 마을 내 마음은 아직 그곳에 달빛처럼 외로워라 지나온 청춘의 그림자 구름 사이 흐린 별빛도 내 사랑을 기억할까 고단한 날개 접고 쉬어 산들바람 속의 위로 수많은 인생의 갈림길 결국엔 모두 같은 하늘 웃고 울던 그날들아 세월 따라 잊으련만 비 내리던 고향 마을 내 마음은 아직 그곳에
네박자,신승태,니가 기쁠 때 내가 슬플 때 누구나 부르는 노래 내려보는 사람도 위를 보는 사람도 어차피 쿵짝이라네 쿵짝 쿵짝 쿵짜자 쿵짝 네박자 속에 사랑도 있고 이별도 있고 눈물도 있네 한 구절 한 고비 꺾어 넘을 때 우리네 사연을 담는 울고 웃는 인생사 연극 같은 세상사 세상사 모두가 네박자 쿵짝 쿵짝 쿵짝 쿵짜자 쿵짝 네박자 속에 사랑도 있고 이별도 있고 눈물도 있네 한 구절 한 고비 꺾어 넘을 때 우리네 사연을 담는 울고 웃는 인생사 소설 같은 세상사 세상사 모두가 네박자 쿵짝 한 구절 한 고비 꺾어 넘을 때 우리네 사연을 담는 울고 웃는 인생사 소설 같은 세상사 세상사 모두가 네박자 쿵짝
사랑한다 내 아들아,백현구,아들아 꽃구경 가자 아들아 물구경 가자 떠오르는 태양 아래 둘이 함께 걸어보자 오늘이 지나고 나면 새로운 날들이 오듯이 우리에게 이 시간들이 너무나 소중하구나 시간이 멈춰지면 좋으려만 허락을 하지 않는구나 그래도 너와 함께하는 이 시간이 행복함 뿐이구나 걱정 근심 모두 내려놓고 우리 함께 걸어보자 사랑한다 내 아들아 사랑한다 내 아들아 시간이 멈춰지면 좋으려만 허락을 하지 않는구나 그래도 너와 함께하는 이 시간이 행복함 뿐이구나 걱정 근심 모두 내려놓고 우리 함께 걸어보자 사랑한다 내 아들아 사랑한다 내 아들아 사랑한다 내 아들아
천리만리향,고경,사랑한다고 고백할 때는 귓등으로도 듣지 않더니 무슨 바람 불었는지 다정한 미소 미워할 수 없는 내 사랑아 사랑에도 색깔 있고 향기가 있어 내 사랑은 꿈속의 천리향 외로울 때 오세요 기쁠 때도 오세요 내가 그대 안아 줄께요 혼자서는 안돼요 내 곁으로 오세요 인생 천리만리 길 향기로운 길 사랑에도 색깔 있고 향기가 있어 그대 사랑 유혹의 만리향 외로울 때 오세요 기쁠 때도 오세요 내가 그대 안아 줄께요 혼자서는 안돼요 내 곁으로 오세요 인생 천리만리 길 향기로운 길 외로울 때 오세요 기쁠 때도 오세요 내가 그대 안아 줄께요 혼자서는 안돼요 내 곁으로 오세요 인생 천리만리 길 향기로운 길 인생 천리만리 길 향기로운 길
사랑의 범인,하모,저 멀리서 넌 다가와 하늘빛 미소 짓더니 내 마음 훔쳐갔어 사랑의 범인이야 네 눈빛은 마법 같아 타오르는 불꽃처럼 숨길 수 없는 감정 사랑에 빠졌나 봐 난 네게 빠져버렸어 도망갈 길도 없었어 이젠 너 없이 못 살아 사랑의 범인 너야 널 볼 때마다 설레 가슴이 뛰는 소리 심장소리 들려와 사랑의 멜로디야 날카로운 그 눈빛에 내 마음 다 들켰어 속일 수도 없었어 정말 난 너밖에 몰라 난 네게 빠져버렸어 도망갈 길도 없었어 이젠 너 없이 못 살아 사랑의 범인 너야 널 볼 때마다 설레 가슴이 뛰는 소리 심장소리 들려와 사랑의 멜로디야 날카로운 그 눈빛에 내 마음 다 들켰어 속일 수도 없었어 정말 난 너밖에 몰라 난 네게 빠져버렸어 도망갈 길도 없었어 이젠 너 없이 못 살아 사랑의 범인 범인 너야 예
내가 여기 있는 이유,최성,너는 거기에 나는 여기에 서로 다른곳을 바라보며 멀리 있는줄 알았던 그대를 내 마음 깊은 깊은곳에 있음을 알았네 무거운 발걸음 쓸쓸히 걷다보니 내 마음 어느새 그대곁으로 잊고 있었던 그대의 미소 그대가 있어 살아갈수 있다네 저멀리 떠나보내려 미워도 하고 원망도 했지만 그대는 나의 간절한 그리움 그대는 나의 소중한 선물 그대가 내곁에 있으므로 내가 여기에 있는 이유 입니다 저멀리 떠나보내려 미워도 하고 원망도했지만 그대는 나의 간절한 그리움 그대는 나의 수중한 선물 그대가 내곁에 있으므로 내가 여기에 있는 이유 입니다 그대가 내곁에 있으므로 내가 여기에 있는 이유 입니다
꽃피는 용두산,김철한,꽃피는 용두산공원 님의향기어디에갔나 가는봄 오는봄마다 불러보는 당신의이름 무정한 저세월도 그리움은 어쩔 수 없어 남포동의 그밤을 까마득잊었나요 해당화같은 내여인아 가슴에묻은사랑 소리쳐 부른다 님없는 용두산에서 추억의 용두산공원 님의향기어디에갔나 가는봄 오는봄마다 불러보는 당신의이름 무정한저세월도 그리움은 어쩔수 없어 남포동의그밤을 까마득 잊었나요 해당화같은 내여인아 가슴에 묻은사랑 소리쳐부른다 님없는용두산에서 꽃피는 용두산에서
못다핀꽃한송이 (Cover Ver.),청아,언제 가셨는데 안오시나 한잎두고 가신님아 가지위에 눈물 적셔놓고 이는 바람소리 남겨놓고 앙상한 가지 위에 그 잎새는 한 잎 달빛마저 구름에 가려 외로움만 더해가네 밤새 새소리에 지쳐버린 한잎마저 떨어지려나 먼곳에 계셨어도 피우리라 못다핀 꽃 한송이 피우리라 언제 가셨는데 안오시나 가시다가 잊으셨나 고운 꽃잎비로 적셔놓고 긴긴 찬바람에 어이하리 앙상한 가지위에 흐느끼는 잎새 꽃한송이 피우려 홀로 안타까워 떨고있나 함께 울어주던 새도 지쳐 어디론가 떠나간뒤 님 떠난 그 자리에 두고두고 못다핀 꽃 한송이 피우리라
사랑의 키오스크(Prod. Desert),이지수,처음엔 헷갈릴 수 있어요 까마득해 어려울 수 있어요 남들 눈에는 보이던 게 안 보일 때도 있는 거죠 그럼 그럼 맘이란 게 원래 그렇지 그것만은 알아주세요 내 맘은 고민할 필요없어요 사랑의 키오스크 키오스크 어렵게 생각 말아요 당신이 원하시는 사랑 모두 내가 전부 드릴게요 사랑의 키오스크 키오스크 망설이지 말아줘요 당신만 바라보는 내 마음을 알아주세요 멋대로 뒤로가지 말아요 이대로 날 멀리 하지 말아요 다들 쉽게만 하는 사랑 당신에게만 힘들리 없죠 왔다 갔다 맘이란 게 원래 그렇지 얼마든지 기다릴게요 내 앞에 머물러 있어주세요 사랑의 키오스크 키오스크 어렵게 생각말아요 당신이 원하시는 사랑 모두 내가 전부 드릴게요 사랑의 키오스크 키오스크 망설이지 말아줘요 당신만 바라보는 내 마음을 알아주세요 따뜻한 아이스 아메리카노 차가운 핫초코 같은 사랑아녜요 당신이 원하는 확실한 사랑 준비 돼 있어요 사랑의 키오스크 키오스크 어렵게 생각말아요 당신이 결정하면 따라가는 그런 마음이랍니다 사랑의 키오스크 키오스크 물러서지 말아줘요 더 이상 헷갈리게 하지 않아 내게 와줘요
아사달,송가인,여기에 계신다고 님을 나 만날 수 있다기에 천 리 먼 길도 님 그리며 나 여기 왔는데 아사달 님을 나 언제쯤 만날까 비나이다 비나이다 저 연못의 휘영청 달아 비나이다 비나이다 님이시여 날 보소서 아사달 님을 나 언제쯤 만날까 비나이다 비나이다 저 연못의 휘영청 달아 비나이다 비나이다 님이시여 날 보소서 님이시여 비추소서 탑 그림자 저 연못에 아사달 님 계신 곳을 비나이다 비나이다 저 연못의 휘영청 달아 비나이다 비나이다 님이시여 날 보소서 님이시여 날 보소서
